screen_name,day,text,month,party,topics,triggering_event,analytical_notes,likely_context
itamarbengvir,21/03/2022,ושוב הרס וחורבן ליהודים ( בזמן שהמפכל הכושל והשר השמאלן נתנו הוראה לא להרוס לערבים - גזענות!!!-). בדרך לשם לשמור על הילדים שנמצאים שם https://t.co/gRFqymQIBq,Mar-22,Religious Zionism,,Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
oritstrock,21/03/2022,"1/3 מסע ההרס שמבצעת כעת הממשלה במאחזים הסמוכים לכוכב השחר (בתי 8 משפחות + בתי כנסת), בשעה שמסביב בניה פלסטינית בלתי חוקית בהיקפים אדירים, שהולכת וסוגרת על הישובים היהודיים, ואיש לא נוגע בה לרעה - הוא ההוכחה שבני גנץ הפך את צה""ל והמנהא""ז לזרוע-ביצוע של תכנית ההשתלטות של הרש""פ.&gt;&gt;&gt; https://t.co/4RMdNySyT1",Mar-22,Religious Zionism,security,Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
itamarbengvir,21/03/2022,"תראו את הסרטון המביש הזה. לנערה ברהט הם לא היו מתנהגים כך, אבל גנץ הגזען והשמאלן גיבור על יהודים! הבעיה האמיתית הם @Ayelet__Shaked  וחברי למפלגה שהפקירו את המתיישבים ומנהלים מדיניןת גזענית; ליהודים מחריבים, בערבים לא נוגעים. https://t.co/fE4VMiJQyY",Mar-22,Religious Zionism,,Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
rothmar,21/03/2022,"RT @itamarbengvir: תראו את הסרטון המביש הזה. לנערה ברהט הם לא היו מתנהגים כך, אבל גנץ הגזען והשמאלן גיבור על יהודים! הבעיה האמיתית הם @Ayel…",Mar-22,Religious Zionism,,Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
bezalelsm,21/03/2022,"בזמן שהממשלה הזו נכנעת לאיומי עבאס ומסרסת את פרק האכיפה בנגב, בזמן שהמפכ""ל מורה על הקפאת הריסות במגזר הערבי, בנט, שקד, אורבך וכהנא שולחים את גנץ ובר-לב להתעלל בהתיישבות ובמתיישבים, להקפיא בניה, לאשר תכניות לערבים, והבוקר גם להרוס את בתיהן של 8 משפחות חלוצות באזור כוכב השחר.&gt;&gt;&gt; https://t.co/8Qe7Tx3XJP",Mar-22,Religious Zionism,"delegitimization, exclusion, governance",Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
bezalelsm,21/03/2022,"זו ממשלה לא יהודית ולא ציונית במהותה ובמעשיה, ומי שהקימו אותה יזכרו לדיראון עולם.  אני שולח חיבוק וחיזוק גדול לאחיי המתיישבים. ידענו ממשלות עוינות ויכולנו להן, וברוך השם ההתיישבות חזקה והיא גדלה ומתפתחת למרות הכל. נוכל בעזרת השם גם לממשלת בנט-שקד-לפיד-עבאס הרעה הזו וננצח.",Mar-22,Religious Zionism,"betrayal, delegitimization, identity",Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
YoavKisch,21/03/2022,"ממשלת שמאל על סטרואידים. האחריות היא על כל שרי הממשלה, הם כולם שותפים לאכיפה בררנית אך ורק על יהודים. יש לנו ממשלה וקואליציה שבחרו להפקיר את ההתישבות היהודית ביהודה ושומרון. @Ayelet__Shaked @gidonsaar @zeev_elkin @MatanKahana @orbachnir @AbirKara2 @SharrenHaskel https://t.co/Yw3Gr6EXnH",Mar-22,Likud,"delegitimization, governance, identity",Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
shitrit_keti,21/03/2022,"כשבית המשפט ביקש תשובה לגבי חאן אל אחמר, בנט ביקש דחייה נוספת כי הוא היה עסוק במסע יח״צ בחו״ל. כשמדובר בפינוי יישובים של יהודים, בנט לא מבקש דחייה.  התמונות של ההרס הנורא הבוקר בכוכב השחר מדגישים שוב שבממשלה הזו יש דין ליהודים ודין לערבים.  ממשלת חורבן ההתיישבות בראשות בנט ושקד!",Mar-22,Likud,"delegitimization, judicial",Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
elicoh1,21/03/2022,אכזריות וטיפשות! ממשלת בנט לפיד מחריבה את ההתיישבות היהודית ונותנת פרס לטרור. https://t.co/r5HWvA80QT,Mar-22,Likud,"delegitimization, identity, security",Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
GolanMay,21/03/2022,"במשמרת של זה שהיה פעם מזכ״ל מועצת יש״ע והיום נוכל קטן שגנב את השלטון, התרחש הלילה פינוי ברוטלי של 8 משפחות בבנימין ע״י מאות שוטרים וחיילים! מסע ההרס גם כלל את הריסת בית הכנסת לזכרו של אהוביה סנדק ז""ל. אלו חברי הכנסת של ימינה - משת״פים של שלום עכשיו ועוד כמה ארגוני שמאל קיצוניים.",Mar-22,Likud,"betrayal, police, security",Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
michalwoldiger,21/03/2022,"נמצאת בועדת בריאות,שוב דנים בסעיף 9 לחוק הקאפ-הסכום הנוסף שהמדינה אמורה להעביר לביה״ח כבר לפני חודשים.סכום שבלעדיו הם קורסים.והמדינה שוב ושוב מתמהמהת.כאילו אין קורונה,כאילו בתי החולים לא במצוקה תקציבית גדולה,כאילו לא היתה הבטחה ואין חוק מחייב.כאילו הציבור כולו לא סובל מכך.כאילו.",Mar-22,Religious Zionism,"covid, economy",Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
michalwoldiger,21/03/2022,"אכיפה בררנית כבר אמרנו?!  עוד ממדיניותה של הממשלה הנוכחית. בשטח אלפי מבנים בלתי חוקיים של בדואים, חוק החשמל שעבר ומתוך תכנית החומש, הוצא פרק האכיפה, ומה שחשוב לבני גנץ ולבנט זה להרוס בתים של יהודים. https://t.co/Xf3im4RI86",Mar-22,Religious Zionism,"exclusion, governance",Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
shlomo_karhi,21/03/2022,"ממשלה מעוותת עם מוסר מעוות. ""דירות שאין להן דורש"" ? אנשים משוועים לדיור ציבורי ופתאום נזכרים לשפץ? תשפצו, תאחדו, תשמישו ותעזרו לאלפי ממתינים לדיור ציבורי. https://t.co/mqiiV67mEM",Mar-22,Likud,,Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
itamarbengvir,21/03/2022,"ממשלת המעופפים טסה ברחבי העולם, ומנסה לפתור את הבעיות של העולם. אבל אולי כדי להזכיר להם את הבעיות שקורות כרגע במדינת ישראל: פינוי ישובים, גל הטרור שגובר מיום ליום, יוקר המחייה, מאבדים את הנגב והצפון, תחלואה מנגיף הקורונה שמטפס. סאלח, כאן זו ארץ ישראל.",Mar-22,Religious Zionism,"covid, economy, security",Meretz MK Rinawie Zoabi hosts Negev summit with anti-Zionist groups,Pre-terror wave; internal coalition tensions,Israeli politics - 03/2022
itamarbengvir,22/03/2022,"גם אם הדברים נכתבו מתוך הלשכה של לוי ולא על ידו, השנאה לחרדים הפכה להיות אובססיה אצל אנשי יש עתיד. עוזריו של מיקי לוי, לא היו כותבים בטעות, דברי בלע כאלה על ערבים והתנועה האיסלמית. אבל כשמדובר בחרדים, מותר לתקוף ומותר להשתלח. מביש. https://t.co/eciTPlf2sv",Mar-22,Religious Zionism,"media, terror_framing",Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
YuliEdelstein,22/03/2022,"דריסת ההתיישבות היהודית בנגב ובצפון השומרון חייבת להעצר. החוק בישראל אינו סלקטיבי ולא יתכן שמה שנאכף על יהודים - לא יאכף על כולם. לא רק ששר הביטחון מוביל להקמה דה פקטו של מדינה פלסטינית, אלא קובע מחדש את גבולות המדינה ומשנה תווי ההגנה האסטרטגי של מדינת ישראל. &gt;&gt; https://t.co/LyGjzyLd8e",Mar-22,Likud,"exclusion, identity, security",Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
shlomo_karhi,22/03/2022,"ההפקרות בנגב נמשכת ועולה לנו בחיי אדם יקרים. בתי המשפט עם דלת מסתובבת, והמשטרה ביטלה לאחרונה את הפרויקט האזרחי להגנה על תושבי ב""ש.   אני קורא לממשלה להתעשת ולהעמיד במקומם את תומכי הטרור, השותפים להקמתה, שנותנים רוח גבית לטרור באמירות מסיתות או בשתיקה כהודאה מול פיגועים רצחניים. https://t.co/oLBXIirh12",Mar-22,Likud,"exclusion, governance, security",Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
ofir_sofer,22/03/2022,"כאשר ממשלת ישראל מוחזקת בגרון על ידי תנועת האחים המוסלמים שמתחזקת ומקצינה את תושבי הפזורה הבדואית, הפיגוע הרצחני והכואב הזה הוא הסימפטום הראשון.  אם לא נכיר בהרמת הראש הלאומית של ערביי ישראל, נמצא את עצמנו בסיבוב חוזר של פרעות רצחניות.",Mar-22,Religious Zionism,"exclusion, security",Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
bezalelsm,22/03/2022,השמאל הישראלי העייף והמבולבל חולה במחלה סופנית. הוא איבד כבר מזמן את האמונה בצדקת הדרך וכעת גם את אינסטינקט הקיום הבסיסי. מדינת ישראל לא תשרוד חלילה אם הוא ימשיך להוביל אותה. ארורים מי שהחזירו אותו לשלטון בשל תאוות כבוד ושררה ומסכנים את מדינת ישראל. https://t.co/cC63lp34MI,Mar-22,Religious Zionism,,Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
YuliEdelstein,22/03/2022,"הטרור חוזר ומרים ראש - שני פיגועים תוך יממה, והפעם במרכז ביג בבאר שבע. תנחומיי למשפחות האבלות ותפילותיי לשלום הפצועים. אובדן המשילות של ממשלת בנט-לפיד הוא שמחזיר אותנו להתקפות טרור רצחניות במרכזי ערים. טרור מכריעים בעוצמה קשה, רק ככה נחזיר את הביטחון לאזרחי ישראל.",Mar-22,Likud,"delegitimization, governance, security",Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
netanyahu,22/03/2022,הפיגוע הרצחני והמזעזע בבאר שבע מחייב פעולה מיידית לתפיסת כל מי שאחראים לו ולמיצוי כל חומרת הדין איתם. אני מבקש להשתתף בצער משפחות הנרצחים ומתפלל לשלום הפצועים. בנט ולפיד חייבים להתעלם מכל שיקול פוליטי ולדאוג מייד לתפיסת המחבלים ולהשבת הביטחון לתושבי באר שבע והדרום.,Mar-22,Likud,"identity, terror_framing",Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
steinitz_yuval,22/03/2022,"RT @Now14Israel: ח""כ ד""ר יובל שטייניץ באולפן: ""צריך לשים לזה סוף ולפעול בנחישות כלפי ערביי ישראל שמרימים עלינו יד - אפילו מי שזורק אבנים צר…",Mar-22,Likud,exclusion,Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
bezalelsm,22/03/2022,"התנהלות המשטרה מול הגיבור שחיסל את המחבל וסיים את מסע ההרג שלו היא בלתי נסבלת ובלתי מתקבלת על הדעת ופוגעת בביטחון אזרחי ישראל. אני קורא למפכ""ל להתערב באופן מידי ולשים סוף לסאגה. https://t.co/fEnwvIND4J",Mar-22,Religious Zionism,"police, security, terror_framing",Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
netanyahu,22/03/2022,החולשה של בנט ולפיד עולה בחיי אדם. אחרי שהם הפקירו את הנגב לרע״מ ולתנועה האיסלאמית עכשיו הם מפקירים את חייהם של תושבי הנגב למחבלים איסלאמיים צמאי דם. https://t.co/6N3wpmNYaI,Mar-22,Likud,"exclusion, terror_framing",Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
elicoh1,22/03/2022,"בנט, בר לב, איבדתם קשר למציאות? עם ישראל כולו מודה לאזרח הגיבור שהציל חיים וחיסל את המחבל השפל. כל שנייה שאתם לא מורים על שחרורו המיידי היא עוד חיזוק לטרור, במקום להעביר מסר שכל מחבל יחוסל. רק ככה נציל חיים ונמנע את פיגוע הבא",Mar-22,Likud,terror_framing,Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
FateenMulla,22/03/2022,"קשה לי להירדם, אני לא מפסיק לחשוב על היתומים המסכנים והמשפחות שאיבדו את יקיריהם בגלל מסע רצח מתועב של מחבל שפל, אני שולח את תנוחמיי מעומק ליבי למשפחות היקרות, כולי תקווה ותפילה שהמשטרה והשר לבט""פ יתעשתו על עצמם כמה שיותר מהר ויחזירו לנו את הביטחון בנגב.  יהי זכרם ברוך. https://t.co/b2F4SrQ3D1",Mar-22,Likud,"exclusion, security, terror_framing",Beersheba terror attack - 4 killed by ISIS-inspired attacker,First attack in terror wave,Israeli politics - 03/2022
YoavKisch,23/03/2022,"עד שלא נפיל ונחליף את הממשלה הרעה הזו בכנסת  לצערי המצב רק יהיה גרוע יותר מיום ליום. זה קורה בכל התחומים: מדינית, בטחונית, בטחון פנים, קורונה, איראן, כלכלית, התישבות יהודית, ריבונות. כל יום שעובר ובכל תחום הם רק מדרדרים ופוגעים במצבה של ישראל.",Mar-22,Likud,"economy, identity, security",,,Israeli politics - 03/2022
yoavgallant,23/03/2022,"איראן שועטת לנשק גרעיני, משמרות המהפכה יקבלו מיליארדים ובנגב נרצחים יהודים ע״י בדואים תושבי ישראל. ומה יכתב בספרי ההיסטוריה? שבנט העדיף להתעסק באוקראינה בשביל לייקים. טראגי.",Mar-22,Likud,"economy, exclusion, security",,,Israeli politics - 03/2022
shlomo_karhi,23/03/2022,RT @netanyahu: החולשה של בנט ולפיד עולה בחיי אדם. אחרי שהם הפקירו את הנגב לרע״מ ולתנועה האיסלאמית עכשיו הם מפקירים את חייהם של תושבי הנגב ל…,Mar-22,Likud,"exclusion, terror_framing",,,Israeli politics - 03/2022
oritstrock,23/03/2022,"באר-שבעים, לודאים, ירושלמים, אם חסרים בסביבתכם לוחמי מג""ב  - מצאנו אותם: הם בחומש, בכוחות מתוגברים, מחפשים רכב 1 של הישיבה שנכנס כנראה ללא אישור... מישהו במשרד הבטחון איבד את הצפון. ואף 1 בקואליציה לא מתערב @MichalShir  @YomtobKalfon  @orbachnir  @SharrenHaskel  @MatanKahana https://t.co/rSFjAfwSox",Mar-22,Religious Zionism,security,,,Israeli politics - 03/2022
shlomo_karhi,24/03/2022,"הפיגוע המזעזע הזה הוכיח פעם נוספת את הסכנה הקיומית שהכניסו אותנו אליה שקד ובנט. רפיסות, כניעה והפקרות.  עם כל מחדלי הממשלה במגוון תחומים, כשהאחים המוסלמים שולטים במדינה והתנועה האיסלאמית יושבת על השאלטר, המציאות טופחת על פנינו. זה מחדל קולוסלי המאיים על עצם קיומנו. לכו הביתה! https://t.co/K2debVhfov",Mar-22,Likud,"governance, identity, security",,,Israeli politics - 03/2022
shlomo_karhi,24/03/2022,"איימן עודה תומך הטרור אומר שזה ""לא מתפקידו"" להרגיע ערבים שלא ירצחו יהודים בחודש הרמאדן.  באותה נשימה רעילה ונוטפת שנאה הוא גם ""מגנה"" את הפיגוע. הוא מבין שעל מס שפתיים לא משלמים מס.  אף אחד לא מאמין לגינויים השקריים שלהם ושל רע""מ. הם מגבים את הטרור, מאדירים שהידים ומחבקים מחבלים. https://t.co/GY3u8Tnhel",Mar-22,Likud,"betrayal, security, terror_framing",,,Israeli politics - 03/2022
OfirKatzMK,24/03/2022,"עם ישראל לא מתאושש ממסע הרצח האכזרי שנעשה רק בשל היותנו יהודים, מהסרטונים הקשים שלא יוצאים מהראש של אף אחד מאיתנו, והשר לביטחון הפנים מריץ דאחקות. עצוב",Mar-22,Likud,security,,,Israeli politics - 03/2022
bezalelsm,25/03/2022,"אמצע הלילה, כביש 60 בדרך למעלה לבונה, שלוש נשים צעירות, שני מחבלים ומחסום אבנים על הכביש. נגמר ברוך השם בנס ובתושיה ואומץ של נוסעות הרכב.  גנץ ימשיך לרדוף את ישיבת חומש, בר לב יתבדח וימשיך להסית על אלימות המתנחלים, אורבך ושקד יגלגלו עיניים, והמתיישבים ימשיכו לחטוף ויתפללו לנס. https://t.co/qg8lNW2cjh",Mar-22,Religious Zionism,terror_framing,,,Israeli politics - 03/2022
shlomo_karhi,25/03/2022,"ואת החזיר כי מפריס פרסה...  ממשלה כזו של ליקוי מאורות, שאיבדה את הביטחון בנגב, שפגעה קשות בחלשים, שמאתרגת את השחיתות של חבריה, שמדברת מילים גבוהות על שיוויון וצדק אבל במעשים דואגת רק לג'ובים לחבר'ה ולקצבאות ילדים לעשירים בלבד, צריכה לעבור מן העולם.  לפוסט:https://t.co/ue1YZ0CGEE https://t.co/iD2onmQMBW",Mar-22,Likud,"exclusion, security",,,Israeli politics - 03/2022
shlomo_karhi,26/03/2022,"הפיגוע המזעזע השבוע הסיט את תשומת הלב מההפקרות הכלכלית של הממשלה. התקשורת לא עוסקת בזה אבל האזרחים מרגישים היטב את יוקר המחיה.  השיא היה השבוע: מתוך שני מיליארד שקלים נקודות זיכוי על ילדים, מיליארד ושש מאות מיליון יגיעו לעשירון השמיני ומעלה. והעובדים המוחלשים? שיילכו לקבץ נדבות. https://t.co/YgXFFIfu71",Mar-22,Likud,"economy, governance, security",,,Israeli politics - 03/2022
rothmar,26/03/2022,"@kobioz1 קובי, אני לא חושב שצריך להתנפל עליך.  מצד שני, הממשלה הזו אינה כשאר הממשלות, וראש הממשלה הזה אינו כשאר ראשי הממשלות.  זו הממשלה היחידה בתולדות מדינת ישראל שהוקמה על ידי תומכי טרור ואנשים שאינם מעוניינים במדינת ישראל כמדינת הלאום של העם היהודי. זה לא עניין שמקבלים בשוויון נפש.",Mar-22,Religious Zionism,"delegitimization, terror_framing",,,Israeli politics - 03/2022
shlomo_karhi,27/03/2022,"לא יאומן! 45 מיליון על מעון רישמי מיותר למשפחת בנט, כשבמקביל ממשיכים לשלם את כל ההוצאות גם על המעון הרישמי בבלפור. יש ראש ממשלה, יש חלופי, ויש גם מעון חלופי...  רק לצורך ההשוואה, העשירון הרביעי כולו(!) יקבל לפי התוכנית הכלכלית החדשה הטבה בנקודות זיכוי בשווי 20 מיליון שקל בלבד! https://t.co/7MVVZkeggY",Mar-22,Likud,economy,Hadera terror attack - 2 police officers killed,Second major attack; ISIS claims connection,Israeli politics - 03/2022
shlomo_karhi,27/03/2022,"היא מבטלת את ההנחות בתחבורה הציבורית, לחלשים ביותר, כדי לממן את המחדלים והכשלונות שלה. זה לא יספיק כנראה... אנחנו נשלם בריבית דריבית את מחירה של ממשלת ההונאה הזו. https://t.co/uuZNjXW3YS",Mar-22,Likud,delegitimization,Hadera terror attack - 2 police officers killed,Second major attack; ISIS claims connection,Israeli politics - 03/2022
steinitz_yuval,27/03/2022,"הממשלה החליטה: הפתרון לבעיית ערביי עזה - בנגב!  יותר מ-20 אלף עזתים יסתובבו ויעבדו מעתה והלאה במרחבי הנגב, תגבורת משמעותית למגמת ההקצנה והפלסטיניזציה בקרב האוכלוסייה הבדואית-פלסטינית. כלום לא עדיף שקטאר תעביר להם את המשכורות תמורת הישארותם בעזה?",Mar-22,Likud,"exclusion, security",Hadera terror attack - 2 police officers killed,Second major attack; ISIS claims connection,Israeli politics - 03/2022
itamarbengvir,27/03/2022,"תלמידי ישיבת חומש הותקפו באלימות באלות וברזלים, כי כל חטאם היה שהם יהודים שרוצים ללכת וללמוד תורה ובני גנץ סגר להם את שער הכניסה לישיבה. הדם על היידים של גנץ, שמסכן מתיישבים ומפנה ישובים. רציתם שינוי? קיבלתם הרס וחוסר משילות בחסות בנט, שקד, אורבך, סילמן. תתבישו.",Mar-22,Religious Zionism,"covid, governance, identity",Hadera terror attack - 2 police officers killed,Second major attack; ISIS claims connection,Israeli politics - 03/2022
shlomo_karhi,27/03/2022,"הטרמינולוגיה של השמאל - ""הגדה המערבית"", שהנוכל השתמש בה במכוון, לא מרתיחה כמו החוצפה והשקר של בלינקן על ""אלימות המתנחלים"" ברמדאן.  מישהו צריך להסביר לו, שבחגים מוסלמיים רק יהודים נרצחים, ושהשימוש ב""אלימות מתנחלים"" הוא חלק מאותה הסתה שמביאה לכך. תשאלו את עמר בר לב. יש לו תואר בזה. https://t.co/VV931HOWEm",Mar-22,Likud,betrayal,Hadera terror attack - 2 police officers killed,Second major attack; ISIS claims connection,Israeli politics - 03/2022
itamarbengvir,27/03/2022,דם יהודי אינו הפקר! עוד פיגוע ועוד פיגוע והלב כבר לא יכול להכיל את כמויות הצער והחורבן. אמרנו והזהרנו ממשלה שתלויה בתנועה האיסלמית סופה לפגוע קשות בביטחון המדינה. עד מתי נהפך למרמס? עד מתי חוסר המשילות והתגובה תחגוג. בנט זה גדול עליך. לך!,Mar-22,Religious Zionism,"governance, terror_framing",Hadera terror attack - 2 police officers killed,Second major attack; ISIS claims connection,Israeli politics - 03/2022
OfirKatzMK,27/03/2022,"פיגוע רודף פיגוע, דוקרים אותנו, דורסים אותנו, ויורים עלינו רק בגלל שאנחנו יהודים. ובתוך כל זה בלינקן נואם היום בצמוד לבנט ומדבר על ״אלימות המתנחלים״, וזה עובר ללא כל תגובה מבנט. כאב גדול מתפלל לרפואת הפצועים https://t.co/R5gZ3QdLr0",Mar-22,Likud,security,Hadera terror attack - 2 police officers killed,Second major attack; ISIS claims connection,Israeli politics - 03/2022
shlomo_karhi,27/03/2022,"הדיבורים המדיניים וההתקרבות לטרוריסט אבו מאזן, מתדלקים את הטרור. בנגב מתכנסים מנהיגים מנותקים ומדברים על אלימות המתנחלים והעם שלנו נרצח ברחובות העיר. הי""ד.  החלמה מהירה לפצועים בפיגוע הנורא ויישר כח ענק לשוטרים שקפצו מהמסעדה להציל. זה מפחיד לאן חזרנו. מחבלים חמושים ברחובות ישראל.",Mar-22,Likud,"exclusion, security, terror_framing",Hadera terror attack - 2 police officers killed,Second major attack; ISIS claims connection,Israeli politics - 03/2022
bezalelsm,27/03/2022,"גם המחבלים המתאבדים שהתפוצצו כאן באוטובוסים במרכזי הערים בתקופת אסלו היו לפי השמאל בסך הכל ""קיצונים אלימים שביקשו לפגוע בשלום ובמרקם החיים כאן"". כמו אז גם היום, שמאל עיוור, חלש ומבולבל, שמפיח תקווה במפרשי הטרור ומסכן את ביטחון אזרחי ישראל. לא נשכח ולא נסלח למי שהחזיר אתכם לשלטון. https://t.co/cjshHaLHH5",Mar-22,Religious Zionism,"security, terror_framing",Hadera terror attack - 2 police officers killed,Second major attack; ISIS claims connection,Israeli politics - 03/2022
itamarbengvir,27/03/2022,"יהודים נרצחים ועמר בר לב מחייך למצלמה בזירת הפיגוע. אין לו בושה לבוא לכאן? במקום לדבר על אלימות מתנחלים, הגיע הזמן שהשר לביטחון פנים הכי כושל שהיה במדינת ישראל יניח את המפתחות. https://t.co/1hkuHLiUIm",Mar-22,Religious Zionism,security,Hadera terror attack - 2 police officers killed,Second major attack; ISIS claims connection,Israeli politics - 03/2022
oritstrock,27/03/2022,"6 הרוגים, 25 פצועים, אסור להמתין ליותר מזה.   אויב חמוש בתוכנו, שמגיע לתוך רחובות ערינו.  בצד צעדי חירום שהממשלה צריכה לבצע, הכנסת חייבת להתגייס ולחוקק חקיקת חירום.  @gidonsaar  @ZviHauser  זה בידיים שלכם. אל תעמדו מנגד! ישראל לא תגיש את הלחי השניה לטרור! https://t.co/PhZ2fzNn71",Mar-22,Religious Zionism,security,Hadera terror attack - 2 police officers killed,Second major attack; ISIS claims connection,Israeli politics - 03/2022
rothmar,28/03/2022,"אם אתם לא מבינים למה @omerbarlev ו @gantzbe צריכים לחטוף צעקות כשהם מגיעים לזירת הפיגוע, תקראו את הידיעה הזו.  מי שמשתמש במשטרה ובצבא נגד העם שלו, ויושב לדבר בנחת ובמסיבות קוקטייל עם האויב, קוצר את הטרור ברחובות.  זה תמיד היה נכון. זה נכון גם היום. https://t.co/6VxOR3jESd",Mar-22,Religious Zionism,"police, security",,,Israeli politics - 03/2022
rothmar,28/03/2022,"מוסי רז ועמדותיו כלל לא מטרידים אותי. אלו עמדות שמאל קיצוני שמחזיקים בהן שבריר מאזרחי ישראל.  מה שמטריד זה שבשם השנאה והשיסוי של בני כת הרל""ב, ה""ימין"" והמרכז הפכו לקבלן הביצוע של מרצ, וגם אימצו את הטרמינולוגיה שלהם. https://t.co/6FUTk59NlZ",Mar-22,Religious Zionism,,,,Israeli politics - 03/2022
FateenMulla,28/03/2022,"""אי נוכחות של השוטרים שנרצחו היינו רואים לצערנו עשרות הרוגים על ידי מחבלים צמאי דם, אני קורא למשטרת וממשלת ישראל לטפל בכל הכוח וביד חזקה נגד הקומץ הקטן שרוצים להרוג ולשפוך דם ישראלי ללא רחמים, חייבים להחזיר את הביטחון לאזרחים!"".  את הדברים אמרתי מחוץ לביתו של הנרצח יזן פלאח ז'ל. https://t.co/tn4rTBex9a",Mar-22,Likud,"police, terror_framing",,,Israeli politics - 03/2022
shlomo_karhi,28/03/2022,"ולדימיר, אולי כך: כינסנו את ועדת הכספים, חותמת הגומי של שר האוצר, כדי לאשר במחטף את קצבאות הילדים לעשירים בלבד.  הצענו להם, כאופוזיציה אחראית, להשוות את ההטבות של החלשים להטבות שהאלפיון העליון מקבל בתוכנית הזו ואז נמשוך את כל ההסתייגויות... הם כמובן סירבו. ממשלה מנותקת ושקרנית. https://t.co/jCF3OUMd6x",Mar-22,Likud,"betrayal, delegitimization, judicial",,,Israeli politics - 03/2022
itamarbengvir,28/03/2022,"הגעתי לנחם את משפחות הנרצחים, בפיגוע בבאר שבע. שמעתי את הכאב, את הצער ואת התלונות כלפי אוזלת ידה של הממשלה, שמפקירה את ביטחון התושבים בנגב. משתתף בצער המשפחות ומן השמים תנוחמו. https://t.co/sb96cHbubC",Mar-22,Religious Zionism,"exclusion, security",,,Israeli politics - 03/2022
itamarbengvir,28/03/2022,@yoelituv פשוט גלותי....עצוב לשמוע. אגב אם הייתי שומע לך בשמעון הצדיק היו נרצחים שם יהודים שהרי חצי שנה שלא הייתי שם וכמעט שרפו תינוקות חיים. ברוך השם שלמרות ההפחדות של החמאס נשארתי שם - המשטרה החלה לפעול והתוצאה ידועה: חודש וחצי של שקט.. צא ולמד.,Mar-22,Religious Zionism,"police, terror_framing",,,Israeli politics - 03/2022
itamarbengvir,29/03/2022,בושה! הנהלת האוניברסיטה העברית תומכת בחופש של  מחבלים להסית לרצח יהודים ברחבי הקמפוס ויוצאת נגד סטודנטים/שוטרים שדאגו לחיי יהודים.  והכל בתקציב עתק של מדינת ישראל. להעביר את התקציב לאוניברסיטה ציונית. https://t.co/XWTWRtA6fx,Mar-22,Religious Zionism,"economy, police, terror_framing",Bnei Brak terror attack - 5 killed,Deadliest attack; 11 dead in 8 days; national trauma,Israeli politics - 03/2022
